review,sentiment
good messaging app the fact that you can choose more than around five reactions is pretty great what is still missing is the possibility to add more than one profile pic which would be amazing since the way i see it it is usually not easy to abandon an image you have had for let us say months even a maximum of  would be enough apart from that keep it up,positive
keeps crashing with a orgxmlpullvxmlpullparserexception error when i do a long press on picture sharing mode customer support is useless as i sent  emails sent screenshots explained that i already restarted my devicereinstalledupdated whatsapp and all they do is send some generic unhelpful replies says compatible android  and i have android  really a disgrace that you do not test your app properly on versions you state as supported not everyone can afford latest phone,negative
overall its a good app but when i am on call with my friends it always reconnects even tho my wifi is strong it is really annoying when we are trying to keep track when how long we called but whatapp just ruins that is by reconnecting when both ends wifi is strong and stable,positive
whatsapp was very a good app but you need to improve your features like add some options to create folder for chats in example me as student has many group for classes and we used whatsapp as our main platform to connect to each otherbut unfortunately when whatsapp does not have that kind of features it made my whatsapp app looked messy i hope that you can improve your features just like telegram as well tq,positive
until today whatsapp has been brilliant but then my phone updated and whatsapp is not working for me any more i have tried uninstalling and reinstalling checked all my permissions etc same thing happened to a friend recently what is going on  i need the app to keep in touch with family across the planet any suggestions,positive
overall it is a perfect messenger but after android  update fonts are not getting bold even after its bold enabled in settings please resolve it as soon as possible,negative
i feel very bad experience because after update one major problem i am facing with is about the tick issue before it was okh but now when the alternative person seen the message sent by me after that also showing single tick similarly when the person is online the send message was also showing single tick rather then double i think it was the most annoying thing  please  fix this issue,negative
u come wth diffrent updates but nothing sooo diffrent n what is the use if there is no option of exit or leave or who can send or add us to broadcast listu shud come up wth these options on broadcast too as group options n featuresthere is no option we can remove ourselves if other person has added on their broadcastsooo many updates but this is as is itand that green circle around profile picture is not showing,positive
i feel it would be better if whatsapp added this to their next update which is while listening to music on a bluetooth device and when opening whatsapp status at the same time videos should not interrupt the music playing unless you want to listen to the sound of the video then you click any of the volume buttons to listen to video sound or an option should be provided after clicking the three dots at the top right of the screen while viewing whatsapp status to unmute the videos sound,negative
your recent update enables users to see status by clicking on profile picture from chats but when i clicked on a profile picture then reclicked it to see it then i was thrown to that contacts status happen with contacts that have posted a status,negative
i love the app it is good but it would be really greater if a chat could be created for saved messages as we on telegram where one can save info recording and messages to be sent later and not immediately,positive
whatsapp is a nice application i am enjoying your free services please the recent update that changed the position of the  icons on the status page to the top right corner is not ideal for mobile devices stretching up there to select the desired theme of status is not necessary thank you,positive
with the last update they made unnecessarili complicated the image sharing the phone gallery is somewhat hidden requiring more steps to access it plus it is not possible to share more than  image at once,negative
ever since the latest update it repeatedly crashes does not allow me to send voice messages anymore and keeps saying storage full when it is not even close,negative
very helpful nice powerful app for chatting and sharing data but nowadays there is a big in whatsapp as follows  if we are viewing any video on status and then go to home suddenly then the audio is still playing behind,positive
return whatsapp features as before now i find it difficult to post recent videos  photos that taken from outside whatsapp please bring this feature back the current feature is very troublesome and annoying please return it or we will change it to telegram,negative
it used to be simple and efficient since not everyone is tech savvy however like everything facebook gets their paws into turns to garbage fast constant updates that do not make it easier or fix things just for changes,negative
it does not workit used to but now it does not i tried to download it more than  times today but still it does not work and it does not allow me to download a new one or send iti tried to find the problem but it seems like there is no problem with it and for sure the problem is not my phone too cause it is brand new it does not have any difficulties with other apps,negative
it was working perfectly on my samsung now it change and for some reason when i go to send pictures now it does not show all the pictures like before its becoming super annoying now i have to go to the gallery to send pictures one by one why did it change please change it back,negative
app can be more efficient if an email is attached with it for recoveryin case if we lost the number we can access to whatsapp through email also one more feature can be added that is message request if any unknown person send us message it should have an option to check the message without the sender knowing,negative
i have noticed after the most recent app the camera on video calls switches from portrait to landscape mode for the person i am talking to and zooms in an extreme amount,positive
thanks for the app very useful and efficient i would like to suggest a feature that i would really like to see and i think would be very useful can you make a way to mention all members of a group at once something like   that would be time saving instead of mentioning all names thanks for your consideration,positive
all good but when you send a video or photo on status it got blur which is a severe issuekindly it is a humble request to whatsapp as soon as possible resolve this issue also react option to whatsapp status cux most of times we are not in mood to reply on whatsapp status but we have to show that yournd person status matter to us,positive
love whatsapp have been using it since it started although i did not come here to actually review though i came here to ask if something is possible a schedule send option for whatsapp do not know if it makes sense for a lot of people but i think people using whatsapp for work an update like this might come in handy rather than remembering to send something in the morning why not schedule it off in the night please do tell me if it is possible or even if it is not thankyou,positive
i do not know why but it seems like every time i fix it so that i can get my sound notices it is goes back to its old way and i cannot get my notices for my when i get a text frommy friend this is very upsetting because i do not want to have to constantly keep an eye on the phone just to get a notice for my friend when i hear from him i really hope this issue can be resolved now it is done it again so i got to figure out why it keeps changing and stopping,negative
from last   weeks when iam going to update my profile it is getting blur and also when iam putting status of pictures which i captured in my phone also getting blur in the status please sort out this problem as soon as possible except this app was very good and it is updations was absolutely nyc,negative
 bring back the old version of whatsapp web the latest update was laggy af no on cares about using it while being offline we just want to access quickly  update the syncing pricess between contacts app  whatsapp ive edited some contacts  add new numbers in contacts app but nothing changed in the whatsapp app  cannot screenshot onlyonce photos anymore ,negative
cannot log in to my account try many times install and uninstall again n again when initializing it is always unable to connect and force me to check status while status system is normal and my internet speed is pretty fast around mbps please fix this i have so many important thing and work to do in this app,negative
i wanted to go and see messages based on specific date but this feature not available yet if i want to go specific date i have to scroll many times it would be helpful to us if you give updated with this feature thanks in advance,positive
well i believe there is something wrong after recent update whatsapp has temporarily banned my account for no reason two times since yesterday people might have something important going on and all of a sudden getting banned and waiting for an hour with no option to open it is just annoying slowly moving my communications to telegram,negative
very good app which makes one communicate with friends and loved ones through videos images etc the only shortfall is its upgrade which disallows some handsets to have access to the app to operatewith ease,positive
whatsapp is not  safe and it does share your data and read personal databased on your data it also sends you unneccessary advts and offersthe msges are not end encrypted as stated by them you can find it out from the advts and msges you get after your conversations all policies are one sided and one has to either agree to them or simply not use the app,positive
messaging is fine features are alright but jesus mary and joseph and the wee donkey taking a picture is awful both on my old oneplus t and my current pixel  pro the images have the worst output my friend sent me a picture of white chocolate on a pixel  pro and it came out pink  i regularly close the app take whatever picture i needwant in the native camera app for far superior results and then share in whatsapp  try harder,negative
of the major messaging apps whatsapp is probably the most reliable feature packed and widely used meaning most of your contacts likely already use it if i have any gripes about whatsapp it is that i wish it had more backup options with different cloud services other than google drive on android and icloud on iphone,positive
whatsapp app after update wont let me play any media in the background if im in whatsapp call and only whatsapp did this any videos would stop and says this video cannot be played bcs another application is using the audio it works fine before but after updating it it became like this fix it,negative
was working perfectly up until recently where its so difficult to be able to send a freaking photo i do not want to send photos that i have received via whatsapp i want to send ones from my phone its difficult to then find that option and when you do why cannot i send a video,negative
this update is totally not it especially the fact that message can no longer pop up at the top of ones screen so annoying i have to keep opening the app just to see if i have an important message ,negative
after the latest update problem in logging inthen after i had uninstalled it and again installedthe application was crash or hang and now it is showing that your number is ban after new update and my telegram also having the same problem after new update of what is app version every time i have to restart my phone and show that your number is ban after latest update so people i request you to uninstall this applicationthis is completely fraud and your data may get lick,negative
you have destroyed the picture messaging functionality of whatsapp i am not alone who the hell decided that it was a good idea to have to go into gallery and then send  picture at a time foolish i will go somewhere else if this is not sorted stupid beyond belief,negative
multiple bugs difficulty in sending audio message also on scrolling up the chat moves to a month prior chat too much of slow down and hanging issues being faced with latest updates,negative
great app works well i just do not like the fact that any number even if it is not saved on your phone can contact you it is actually quite dangerous especially when minors are on this app,positive
i installed a new whatsapp but i cannot access the app an error report says the app has a bug and will not open i have tried everything to fix the issue with no results what is the issue here,negative
can anyone fix this bug on s ultra i try to send pictures and videos and it only shows recent ones like screenshots videos or pictures from camera roll do not exist just the one received on whatsapp it is annoying as everytime i need to go in my camera roll and share from there what is this update since meta has this app stuff changed for the worst i will change my rating once this issue is sorted,negative
if you are the maker or you can fix this problem than do not ignore this comment i experience when i create the broadcast list of around  members so the message was not sent to all members but some of them not received please fix that problemas soon as possible,positive
i love all the features you guys added in whatsapp gradually nd most new feature avatar i just love it i want this feature since u added it in instagram  facebook so really very appreciative their is little amaze thing is tht i can massage my self but i was like how can i massage me on it its really strange for me after all this things i love to use whatsapp,positive
can you guys fix the upload quality for stories every time i post a good quality photo it just looks bad to a point i do not want to look at it fix this problem stop reducing the quality period that goes for videos as well,negative
just fix the position or timing of opening microphone when i listen to music and send message send button somehow lags and makes like i have pressed record button and it stops music for a second or two please fix this,negative
as of this morning whatsapp has stopped working not sure what the issue is but cant send or receive messages or attachments and cannot download the app on any phone either please resolve this if possible my internet service provider has informed me that the issue is not at their end,negative
the beauty of whatsapp is it is simplicity do not add unwanted features trying to make it the second facebook or second instagram just let it be whatsapp simple private secure messaging app nothing more need more features like community and organization of different groups on a very large scale use whatsapp business keep it simple aye if it is not broken do not try fixing it,positive
it is a good app and the developer has actually attempted to upgrade it one request thoughif the developer can include the option of separating chats from groups and also maybe the one for being able to ghost view and save statuses as in the duplicate whatsapp versions would be a total game changer,positive
according to my experience this app is very helpful for us watsap app is very safe and really most important and interesting app for all those persons who have a samrt phonesin my point of view it is really enjoyable appalso very helpful app for usfor example sometimes we have a urgent work with our friends relativeseven those persons those who do not knowor unkown persons for us then in our mobile does not balence and then we can use watsp to contact those persons,positive
after the last update the app is working very bad the other person is unable to hear  voice is getting cut all the time  it is automatically getting disconnected  pls solve this issue thank you,negative
there is this weird bug that changes my accounts date for example th of april  and it can only be fixed by reinstalling the app and it just came back after barely a week,negative
hi this app is very simplify life  it is very amazing but  i am asking for deleting old messages or media from my conversation and the other conversation  because sometimes we regret about messages that we send and we need to delete it  so  please if you can add this feature  thank you  ,positive
still now it is problematic while uploading video greater than  seconds on status second part does not continue exactly from where first part ends even i have started second part or status from  and  second of the video pelase add option for trimming the video automatically,negative
dear developers the app is good but the new updates are a bit disappointing i will get to the point please make it possible to log in to your account from another phone i do not know what to do so that there are no problems they say that the akkaun is already busy this is such a problem and the loss of time,negative
this is the best platform i hve ever used its so convenient the video and audio calls are superb its just like u speaking to a persn in the next room its so crystal clear there is no delay in voice and video interacting like wht others do keep it up good work,positive
since the recent update i am having trouble with the app i get new messages but do not recieve any sound notification that i got a new message please fix this with the app i have a samsung note  and it started about  days ago that i do not get any notification sound when i recieve new messages about to permanently uninstall the app,negative
currently it is not reading the phone media when you try to send pictures there is a backwards way of sharing it through your media app but seriously,positive
whenever someone sees the photo or video send by us in whatsappwe get the blue ticksbut we cannot tell if the other person has downloaded and watched our photos and videos of notalso we cannot see if they have played our voice message or not or clicked on the links we send themi hope that whatsapp will bring these features in the upcoming updates,negative
i love everything about the new whatsapp update except for the fact that the search option under chats takes a very long time to respondeverytime i try to search a friends name it takes like forever to respond sometimes i have to go back to my contact and search for the person and click message on whatsapp before i can recah them please fix it,positive
this new poll feature is not up to the mark because the voters are able to choose all the options in the poll but will be good when only  option can be chosenexcept if the questioner need a multiple opption answerso i request watsapp devolopers to make some modification in this featureor else i personally think it will not be much usefull,positive
pictures are not available to upload easily anymore need to tap multiple files to get to the gallery page new photos do not appear as an option to send,negative
i love using this app easy to use i use this app for works but it is quite annoying bcs i have to log out every time i get out of my desk at my office so that nobody can accidentally read my text on the screen so each time i do this i have to wait a quite sometime for all of my massages to redownload and resyncing with my phone once i loginso i really hope that what is app could improve the whatsapp web which to include password protection for web features so i do not have to log out again,negative
i have been using this application for  years since graduating from elementary school until now there are so many features that i like so far but sometimes i find it very difficult to delete my chat history without opening a chat room because sometimes there are nosy people who give me the form of virus text i have to delete it without being connected to the internet on my smartphone but it cannot because i must to enter the chat room first then i can delete it please meta thanks,positive
even though it is a nice app for communication and i really like that i can call anyone as long as i have their phone number it is pretty annoying that it uses more than gb of my phone additionally it uses only the internal memory card and i cannot move it to sd card since my phone itself only has gb of internal memory since automatically gb is filled by the system i only get gb left is not there any way to decrease it is storage usage on the phone or moving to sd card,negative
whatsapp on pixel  with android  no longer respects device notification settings calls ring loud even if the phone is in silent mode or vibrate mode calls cannot be quieted by volume button or anything else either answer the call or decline this is horrible to deal with,negative
there could be a feature such that we can delete the offline files of our chats but they are not deleted in cloud therefore when we want we can see them like in google photos if our chats can stay endtoend encrypted in google drive now i think this feature also could be possible in such a way we would not download all our chats full backup to see just one message which is in the cloud,positive
i am facing a really big problem with this appwhen i am logging my accountit is not giving any otp and when touched resendit is showing that i have guessed too many times even my account got log out itself without my permissionit is also showing that i have done spam but i even did not use my account any purpose other than school work when i am requesting to see what i have done by mailing the team is not answeringit has been  days but i problem is not solved till now plz solve my prblm,negative
cannot attach media camera after android update so dissapointed and had to open in gallery to attach it too much affort just for a simple task also not appear in recent media fix this,negative
why have you changed the way we send photosvideo from our galleries now it only shows recents things that have been taken within whatsapp if i want to send a pic or video i need to come out of whatsapp go my gallery  then send so annoying used b simple attach from gallery within whatsapp change this stupid update it isnt only me complaining of this issue,negative
i cannot even validate my account it is so annoying i will never recommend this app i emailed support and i have not even gotten a response it has been five days since i emailed support and i still have not gotten a response even though stated in their automatic response it takes up to two business day i am still waiting smh if you cannot resolve an issue with your app just say,negative
i had a very good experience of using this application and it is so useful for the person to have a conversation with the person who is far from us just one suggestion you must add up the music in the story uploading so the people who wants to add music with photo or a video can be possible easily must do this change and update it soon people will so happy to use it thank you,positive
it is really a good app the new features are awesome but it should not have the feature of seen or unseen status updates and online status of contacts i wish there should be a way to turn off what is app even i am connected to internet and the feature of anti delete messages,positive
the latest update not good at all the individual screen is cropped while on call if you exit from the app the video drops from top to bottom really pathetic now,negative
pls fix the bug where camera roll and screenshot from devices gallery cannot be found within whatsapp gallery all i get from contacting you all through customer support are automated copy paste reply and nonrelevant reply edit i contacted whatsapp through the app itself and they replied but all i got was a nonrelevant reply and they eventually closed the chat on me if you are not even gonna try to help your users do not even bother creating an app and a customer support,negative
what is wrong with whatsapp like other reviewers said now i have to go through multiple steps to select photos from phone album to send via whatsapp and even though only one photo per send can be attached when previously i could select up to  fix this,negative
my dp automatically keeps removing i even update it everytime there is chance to update on one hand whatsapp assures safety and encryption and on the other hand they remove display picture without consent worst experience with this version of whatsapp highly disappointed ,negative
you guys need to work on your backup and restore option and the speed it offers no matter how speed your network connection is and also why cannot you guys just give options to backup every aspect based on users usage like some people want to backup just chat while no media while some want to backup both while some have other requirements,negative
new update change for attaching photos is terrible go back to the way it was within the app can only attach  photo at a time and photos are not easy accessible please change it backwhole reason i use this app is for photo video sharing,negative
touching a profile picture from chat screen automatically opens their status that is the worst update till now please fix it sometimes we wanna see their profile picture not their statuses if we wanna see their status we will go into status and see their statuses please fix it asap,negative
this latest round of updates is deplorable having to dig into the menu and then gallery just to attach an image  vid and this floating call button no one asked for this is how messenger apps go to die,negative
app was woeking untill the recent update but now we didnt like the option last seen and online option its too stressing  then it is difficult to know when someone is block or not kindly add the feature if someone blocks it shows on window screen  that is particular person blocks you kindly take a necessaey steps to remove last seen option,negative
trying to restore from backup since last  hours by using mobile data as well as high speed wifi but not happening now it is totally hanged requesting to resolve this difficulty otherwise there is no ultimate utility of backup process,negative
since the update i cannot access my gallery to attach videos and pics before this i always used whatsapp to send videos because they came through clear and unpixelated now i can only send pics and videos as document attachments,negative
i just found out i have been banned from using whatsapp messenger are you guys real the app was downloaded from play store so what is your problem i have been forced to use the business app because the regular app is not working on my device the app is experiencing difficulties and the suggestion is that i uninstall and reinstall the app that does not work i have done this a dozen times or more fix the issues so i can go back to using the regular app,negative
i have used whatsapp to share photos and videos without the downgrade of quality now what ever media you send via whatsapp they are all horrible quality i also cannot save files to my gallery anymore,negative
this app does not mute conversations anymore you press mute notifications button and all it does is not tell me who is messaging me i still gey a notification saying i have a message and the vibrationnoise seriously annoying when you get s of group chat notifications a day,negative
just love this app it is original easy to use private and not full of frustrating ads or gimmicks that attempt to make you buy things you do not want or need simply great ,positive
hi whatsapp with the new update which supports undo after deleting media from the chats i am getting weird experience to use it my medias are not at all deleting can you please look into this and solve this in the coming release,negative
pop up notifications no longer work in the most recent android version and there is no way to turn them on which renders the app fairly useless if i have to keep opening it up to see if i have messages please sort this out whatsapp,negative
what need to add community feature every person unhappy from this feature it became useless this app what was the need to add online status show or hide feature please remove online status hidden option simple whatsapp was much better than this version the option create call link should be removed from this version when we are listening to the voice message in the background and it remains on the top after it ends it should be automatically removed from the top after listening old v,negative
i have not had any issues guess maybe people do not like the new group settings why use this end to end encrypted app to talk to a group please just go to google chat i hate google chat this has way more functionality for real private one on one communication and better understanding,positive
after latest update dring video calls whenever the person mutes the audio abc muted this call will be displayed on the center of a screen which is annoyingirritating if it was on any corner would be good,negative
have problem when call and often disconnect on and off make it very difficult to have conversations thanks whatsapp for creating this app families  friends can connected sincerely happy christmas  new year,positive
im still waiting for an update where people wont see the this message has been deleted like i want to delete it because i dont want them to read the message but oh thanks now they know that i have deleted a messages that is so annoying if instagram and telegram can do it why cant whatsapp geez,negative
i have a bad situation for about last week the time is not accurate at all its changing every day to th and for example  years later i updated this app turned off and on auto time and date for several times setting the hour format but its not going to be right really suffering xiaomi redme not  pro plus,negative
the fact that every update comes with something special is  dope but why cannot we still edit our messages people make a lot of mistakes that they would like to correct but there is no room for editing do something about it it is very important,positive
the app is horrible and complete trash on the phone it works just okay but when i want to use whatsapp web i do the steps they ask and they are easy but i have to do that everyday currently my phone was not working so my last option was whatsapp web to contact the outside world but the stupid app asks me evey single day to scan the code bro my phone aint working so just do your job and remember me,negative
one of the worst chat app you can get it uses your phone number as an id so it allows everyone to see your number so ofc you will need to take extra steps to create a fake number just to use this app also  it has no translation tools what so ever and the chat is a split screen  does not give u an option to go full screen i messaged support a it this and they told me to reset my phone lol i removed this app and moved my groups to line app if i can give this app  stars  i would,negative
there is some kind of bug evertime i face a problem i m not able to see video status then i have to restart it and error is showing  there was in error playing the video and this problem i  facing from last  month i updated this app so many time but still is is not resolving what are you doing man this such a pathatic job ,negative
so useless keeps saying unable to connect i have tried everything even went to google for answers but not even that works and even when it goes in my messages tske forever to send and receive  please fix whatever it is,negative
hi current version of whatsapp has one functionality issue once we click on friends dp unless to open it to big screen it goes to status that is very bad behavior please remove it and shift back to previous function,negative
on my phone whatsapp notification bar for massages does not show when i open whatsapp then i get the massage otherwise i cannot understand as no number notification does not show when i open the application  at that time if any massage come but do not read or hear that then the number notification can be seen  i have tried but this problem is not solved  many days ago such error had occurred in wapp  but it was gone later with new update  my other apps notification come  solve it soon,negative
after install the app after sometine there is issue in the opening of the chat if i wants to open a chat to see the message whatsapp automatically stoped and show my home screen i request to you that please do something for it i hope this problem will resolved soon,negative
it always failed to backup i need to manually clear cache then backup again and the backup took me about  hour or more to complete for mb sometime stucked at  for more than  hour very terrible backup experience,negative
app s going worst day by day during video calls including group calls bluetooth onoff does not make any change voice come only through bluetooth device new layout in video call split in two parts not comfortable faces cut in view,negative
when there is a update in the dp it is immediately reflected when opened the app but in the notifications the old dp is displayed still nothing disturbing functionally yet still a ui issue hope u fix this ,negative
it is good but would be great if you have a unread msg tab which can show the unread messages only due to busy schedule if i do not check for some time it gets cluttered with many messages and i have to swipe sequentially to reach till unread messages,negative
i tried to send pictures in whatsappthen i select gallery from tools barbut that gallery now showing the camera and screenshot imagesafter that i clicked right side corner three dots that is shows gallery and photos even that is shows camera folder and every folders but i cannot select multiple picturesi do not know why and i do not know how to solve this problem,negative
why whatsapp is not working like before after i view a status and goed back to the home that sound still remain like in the back ground what bug is this and the second one while i view statuses it goes black and only supporta audio remaining screen black it occurs sometimes please fix it,negative
whatsapp update been doing good so far like really good and i mean it but one small issue make an update that can simply edit a status for example we can edit a videoimage status with caption in it such as misspelling and so on so we wont get embrass by others contact that seen our status lol xd hope yall read this,positive
while playing voice notesaudio in a chat the audio plays in the earpiece when the phone screen is touched or taken near the ear but in my case it is automatically playing in the earpiece turning the screen black and if i try to unlock the screen to stop it from playing the audioreduce the volume then the app is getting hanged please look into this,negative
this app has really turned to something else after my last update my keyboard suddenly changed i feel bad because it will take me time to start mastering my keyboard again i have checked my phone settings and everything is inorder and this particular issue is only displaying in my whatsapp keyboard please i really need a feedback,negative
why only a  star rating when it is one of the dominant messaging apps because it is not secure irrespective of the end to end encryption it claims to employ it is great that only admins can see certain changes but admins should decide if a group needs disappearing messages or not indeed it should not be possible for a hacker to take over another persons account  i have received messages from people who did not send them many timesthis is an identity issue and needs to be fixed asap,negative
it cannot keep in touch with friends when you use as another handset when you open the account in that specific phone need to go back to that handphone set,negative
since the last update i cannot select photos or videos for sending as before including the fact that i cannot send multiple at the same time what happened to make this so complicated,negative
i like the new features but idk why i cannot view half of my contactss status it is gone like there is no one updating their status today but when i ask them whether they hide their status on me or not they deny it and yes they did not hide it from me this keep happening the first time it happened i decided to reinstall the app and it gets back to normal but this week it happens again pls fix this bug or whatever it called,negative
please can you fix the photo sending it is very timeconsuming having to send  picture at a time also gallery is no longer attached to whatsapp please can we go back to the previous settings,negative
to be frank i do not like the new version even after deleting messages the chats are remaining on top that is a serious privacy issue this needs to fixed after deleting certain messages the chat needs to go down by date but it is not happening,negative
annoying update newly screenshotted images or screenecorded videos do not appear recently added section of the status updates and i cannot send images to friends from gallery either whatsapp fix this please,negative
hey whatsapp we have seen such a major increase in updates in the last year one of them which was totally okay until i used it was the polls update it is good and all but i think adding a setting where you can chooce that every participant vote for only one option or allocating one votep would really make huge impact on the concept of the entire thing it might even change the livelihoods of children starving in africa and bring and end to ebola please consider this and add a beam of light,positive
hi i have updated my version of whats app yet the photos and videos i send to my family via whats app are of poor quality they get blurred photos and videos but in my photo album the same photos and videos are very clear what must i do to fix this please help thank you,negative
overall its actually a good app for communication and calls since that i have been use it for years but sadly now i cannot screenshot or screen record the one view imagesvideos that i use to show them to my friends  i hope that i can screenshot or screen record them back cause i miss it ,positive
is a good app for me and my bf but drops video calls after hrs eats my battery like nothing so have to keep my phone on charge and heats up my phone almost too hot to touch please fix these issues and i will rate higher cannot change contracts name either,negative
i am having a very horrific experience with this after this much time of using it in my app the chats are not sorted according to their timings for example the chats of th november are seen before the chats of th november i tried to contact whatsapp support but their solution is also unable to fix the problem i think its a bug so please do the needful,negative
can someone fix the app for ipads there is no option to review it from my ipad so i will review it here on my android phone windows laptop it is great  out of  but on my ipad mini it is horrible  out of  i cannot make any calls it takes forever to synch it is just useless please fix it i do not know whether it needs to be fixed from the whatsapp side or the apple side but it needs to be fixed,negative
why do you have to give acess to camera  of the time the ask everytime option only works once then they stop asking this is a violation of privacy these companies want complete access to the cell phone or the app doe not funcin this is a scary use with caution,negative
the video of the callers in group video call in the new update is not complete earlier one was better now only half video is visible the full face is not visible pls rectify the same immediately,negative
thank you for the opportunity i would suggest that you reapply the forwarding of messages to broadcast list that was really helpful for some of us and also apply to the app that other apps can not view our deleted items,positive
this app is good but now i do not know what happened firstly my whatsapp was not able to send or receive messages and make calls then i reinstalled it and now i am trying to login my id after reinstallation it asks to wait for  mins as whatsapp is not available after  mins if i try it says the same thing again i seriously hate this glitch please help recovering this problem,negative
it is the best way of communication this is so good and easy to use  hoping that this app can update for more security features but it is so cool and add the features like we can even watch the msgs that deleted by the senders,positive
dear sir this phone number is completely mine the truth is that for some convenience in the status ie when viewing the status only if we want to show our name in the view list i tried every time for convenience from whatsapp to yo whatsapp app that is also the same system but the facility that i said was there  that is why it became such a mess so i humbly request you to provide this facility in next update i humbly request you to return my account as well,negative
useless i got a new phone and sent for the verification code nothing came through followed all the online advice made sure my phone was working fine still nothing uninstalled and reinstalled still nothing  days of this went by tried to get in contact with whatsapp support who emailed me  automated messages and then closed my ticket after telling me my question had already been answered,negative
awful back up system i use this whatsapp for  years straight then it started glitching and lagging alot so i uploaded a local back up save then uninstalled and reinstalled only to find out there was no back up file detected all of my  years chats are important to me wether personal or business wise all gonethe back up is trashswitching to telegram,negative
hello i have a problem where my whatsapp can not open any picture that set to be seen once my whatsapp is up to date for the latest version please help because my work consists many picture to be taken and i do not want to compromise my internal storage,negative
they have to stop reducing images and video qualities for me it is my data network usage it is my business they reduce my images and videos into a very low quality and it annoys me,positive
after the recent whatsapp update multiple stared  messages could not be deleted in one go when several stared messages from multiple senders are deleted simultaneously only one message is got deleted and rest of the messages still exists in relevant chats most probably this bug is due to the introduction of new feature regarding undoing of deleted messages the system bug should be fixed on priority,negative
it was all great before the last update now i cannot easily send photos from my gallery anymore it became super complicated and inconvenient please fix this,negative
the app sucks a lot i downloaded the app so many times and deleted it so many times but i could not use itbcoz i was not sent the verification code i tried everything i could but still i never got any verification code besides that  the app is goodbut please send me the code  i cannot wait  hours coz it is an emergency,negative
beyond aggravated due to the meta drop i have had to uninstall and reinstall this app i had my app to backup once a month because for some reason i had blind faith in your app i have now lost everything since the th till today photos of my son that i cannot get back amongst other things and now i have to set up this stupid thing to run a daily backup because you have not got your ducks in a row,negative
i want to see one intersting feature that is near to me this will make the journey thrilling we will be more excited if we found our near dears with the help of whatsapp near to me feature where we will see the people distance from the current location and of course this will opt user that he wants or not to enable his location thankyou,positive
cannot send pictures normally have to open phone gallery and then share it from there can not simply click the media option on the app and send pictures through there very annoying now,negative
such a frustrating user experience everything from messaging a new contact to using a tablet are cumbersome and unreliable has not improved in any meaningful way and now under facebook metas ownership whatsapp violates my privacy by tracking to monetize my data me in and out of this app without any ability for me to stop them if i could rate with negative stars i woul,positive
i have very bad experience while using video call  after few minutes of video call rear camera which is selfish view gets stuck  but opposite person can see my clearly and after that it is not possible to drop the call nor could use any options in whatsapp and later automatically app gets close,negative
